id	age	sexe	nivetud	qualif	freres.soeurs	clso	trav.imp	trav.satisf	hard.rock	lecture.bd	peche.chasse	cuisine	bricol	cinema	sport	heures.tv
1790	55	Femme	1er_cycle	Employe	1	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	1
1791	54	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Oui	2
1792	25	Homme	Enseignement_technique_ou_professionnel_long	Employe	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Oui	2
1793	42	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	3	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	1
1794	51	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	3
1797	52	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_specialise	2	Oui	Peu_important	Insatisfaction	Non	Non	Non	Oui	Oui	Non	Oui	3
1805	39	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	0	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	0.3
1806	48	Homme	Enseignement_technique_ou_professionnel_court	Technicien	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Oui	Non	Non	2
1809	40	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	5	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	4
1811	49	Femme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	0	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Oui	Non	2
1812	30	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Oui	3
1813	32	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	1
1815	39	Homme	1er_cycle	Ouvrier_specialise	3	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	8
1818	43	Homme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	7	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1
1819	31	Femme	Enseignement_technique_ou_professionnel_court	Employe	7	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	3
1820	51	Femme	A_arrete_ses_etudes,_avant_la_derniere_annee_d'etudes_primaires	Ouvrier_specialise	12	Non	Le_plus_important	Satisfaction	Non	Non	Non	Non	Non	Non	Non	1
1821	34	Femme	2eme_cycle	Employe	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	1
1822	29	Homme	Enseignement_technique_ou_professionnel_long	Ouvrier_specialise	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Oui	3
1824	33	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Non	Oui	0
1825	44	Femme	2eme_cycle	Profession_intermediaire	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	5
1827	57	Homme	Enseignement_technique_ou_professionnel_long	Cadre	3	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Non	2
1830	54	Femme	Derniere_annee_d'etudes_primaires	Employe	2	Oui	Peu_important	Insatisfaction	Non	Oui	Non	Oui	Non	Non	Non	2
1833	55	Femme	Derniere_annee_d'etudes_primaires	Employe	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	4
1834	54	Homme	A_arrete_ses_etudes,_avant_la_derniere_annee_d'etudes_primaires	Technicien	5	Oui	Moins_important_que_le_reste	Equilibre	Non	Oui	Non	Non	Oui	Non	Oui	4
1835	37	Femme	2eme_cycle	Employe	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	2
1838	39	Femme	Enseignement_technique_ou_professionnel_court	Employe	6	Oui	Peu_important	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	0
1842	48	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	2
1843	44	Femme	Enseignement_technique_ou_professionnel_court	Employe	6	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	0.4
1846	46	Homme	Enseignement_superieur_y_compris_technique_superieur	Autre	0	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	2
1848	54	Homme	Enseignement_technique_ou_professionnel_long	Technicien	1	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Non	Non	3
1853	54	Femme	Enseignement_technique_ou_professionnel_court	Employe	5	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Non	Oui	Non	3
1854	30	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	0.9
1860	57	Homme	Enseignement_superieur_y_compris_technique_superieur	Technicien	5	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	4
1861	27	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	2
1865	44	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	2
1866	33	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Oui	Non	Oui	3
1867	22	Femme	Enseignement_technique_ou_professionnel_long	Employe	5	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Oui	2
1871	29	Homme	1er_cycle	Employe	4	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Oui	Oui	Oui	2
1873	53	Homme	1er_cycle	Profession_intermediaire	2	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Oui	1
1874	50	Femme	2eme_cycle	Employe	7	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Oui	0.6
1875	53	Femme	Enseignement_technique_ou_professionnel_long	Profession_intermediaire	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	1
1881	33	Homme	Enseignement_technique_ou_professionnel_court	Employe	3	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	2.9
1882	49	Homme	Enseignement_technique_ou_professionnel_court	Employe	9	Oui	Le_plus_important	Equilibre	Non	Non	Oui	Non	Oui	Oui	Non	4
1883	46	Homme	2eme_cycle	Technicien	1	Non	Peu_important	Satisfaction	Non	Oui	Non	Non	Oui	Non	Non	0
1885	51	Homme	1er_cycle	Technicien	3	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Non	Oui	Non	1
1886	54	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	4	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	1
1890	48	Femme	Enseignement_technique_ou_professionnel_long	Employe	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Oui	Non	Oui	Non	Non	Non	2.1
1891	34	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	2
1892	33	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	4	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	2
1896	45	Femme	2eme_cycle	Cadre	3	Oui	Moins_important_que_le_reste	Equilibre	Non	Oui	Non	Oui	Oui	Oui	Non	1
1898	48	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	4	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Non	Non	0.6
1900	41	Femme	Enseignement_technique_ou_professionnel_court	Employe	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	2
1901	56	Femme	1er_cycle	Employe	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Oui	Non	Non	1
1902	48	Femme	A_arrete_ses_etudes,_avant_la_derniere_annee_d'etudes_primaires	Employe	8	Non	Peu_important	Equilibre	Non	Non	Non	Non	Non	Non	Non	3
1907	50	Femme	2eme_cycle	Ouvrier_qualifie	4	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	0
1908	48	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	3
1909	47	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	3	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Oui	Non	Oui	1
1910	47	Homme	2eme_cycle	Employe	3	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	1
1912	50	Femme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	2	Oui	Peu_important	Insatisfaction	Non	Non	Non	Oui	Non	Oui	Non	2
1913	43	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Non	Non	Oui	3
1915	53	Femme	Enseignement_technique_ou_professionnel_court	Employe	0	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1
1917	43	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	4	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	2
1921	28	Femme	Enseignement_technique_ou_professionnel_long	Employe	0	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Oui	4
1924	44	Homme	1er_cycle	Ouvrier_qualifie	10	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Non	2
1925	22	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	2
1926	51	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	7	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	3
1927	24	Femme	A_arrete_ses_etudes,_avant_la_derniere_annee_d'etudes_primaires	Ouvrier_specialise	2	Ne_sait_pas	Peu_important	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	2.9
1928	40	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	0.1
1930	36	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	4	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	5
1933	38	Femme	1er_cycle	Ouvrier_specialise	5	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Non	5
1936	51	Femme	1er_cycle	Employe	3	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Non	2
1939	49	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1
1941	55	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	5	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Non	Non	Non	3
1943	31	Homme	Enseignement_technique_ou_professionnel_court	Technicien	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	2
1947	48	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	4	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Oui	0
1949	28	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	0	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	2
1953	29	Femme	1er_cycle	Employe	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	6
1955	47	Homme	Enseignement_technique_ou_professionnel_court	Employe	5	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	0.4
1957	30	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	6	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Oui	Oui	Non	3
1958	44	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	7	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Oui	Non	Non	2
1959	23	Homme	Enseignement_superieur_y_compris_technique_superieur	Employe	4	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	2
1963	43	Femme	Enseignement_technique_ou_professionnel_long	Employe	3	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	2
1964	39	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	0	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Oui	3
1965	54	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	3	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	0
1967	56	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	10	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Oui	Oui	Non	3
1968	56	Homme	2eme_cycle	Profession_intermediaire	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	1.7
1969	22	Homme	Enseignement_superieur_y_compris_technique_superieur	Technicien	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	3
1973	33	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Non	0.4
1975	52	Femme	Derniere_annee_d'etudes_primaires	Employe	7	Non	Peu_important	Equilibre	Non	Non	Non	Non	Non	Non	Non	3
1978	61	Femme	2eme_cycle	Cadre	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	1
1979	53	Femme	Derniere_annee_d'etudes_primaires	Ouvrier_specialise	3	Non	Peu_important	Insatisfaction	Non	Non	Non	Oui	Non	Non	Non	3
1981	26	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	3
1982	52	Homme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	4	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	1
1985	40	Femme	2eme_cycle	Ouvrier_qualifie	8	Non	Peu_important	Insatisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	0
1986	38	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Oui	Non	Oui	Oui	Oui	Oui	2
1987	27	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	0	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Oui	Non	Oui	2
1989	49	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	4	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	2
1990	49	Femme	2eme_cycle	Employe	11	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	1
1991	52	Femme	Derniere_annee_d'etudes_primaires	Employe	10	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	1.4
1994	41	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	7	Non	Moins_important_que_le_reste	Satisfaction	Non	Oui	Non	Oui	Oui	Oui	Oui	0.1
1996	45	Homme	Enseignement_technique_ou_professionnel_court	Technicien	3	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	3
1997	46	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	4	Oui	Le_plus_important	Equilibre	Non	Non	Oui	Oui	Oui	Non	Non	0
1998	24	Homme	Enseignement_technique_ou_professionnel_long	Technicien	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	1.4
1999	24	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	0.3
